,description,Address,Price,Bedroom,Bathroom,Toilet,date,State,Location
13357,Hotel Apartments, Simpli Mi Homes Victoria Island Victoria Island Lagos ,-2147483648,0,0,0,2023-04-19,Lagos,Island
13358,New 4 Bedroom Terrace Duplex, Orchid Chevron Drive Lekki Lagos ,58000000,4,4,5,2023-04-19,Lagos,Lekki
13359,New 4 Bedroom Semi Detached Duplex, Ajah Lagos ,65000000,4,4,5,2023-04-19,Lagos,Ajah
13360,New 5 Bedroom Penthouse Duplex, Lekki Lagos ,220000000,5,5,6,2023-04-19,Lagos,Lekki
13361,4 Bedroom Duplex With Bq," Simply Mi Homes Pennisula Estate By Blenco Supermarket Sangotedo, Lekki Epe Sangotedo Ajah Lagos ",130000000,4,4,5,2023-04-19,Lagos,Ajah
13362,New 5 Bedroom Detached Duplex, Ologolo Lekki Lagos ,140000000,5,5,6,2023-04-19,Lagos,Lekki
13363,New 4 Bedroom Semi Detached Duplex, Orchid Chevron Drive Lekki Lagos ,90000000,4,4,5,2023-04-19,Lagos,Lekki
13364,Tastefully 1bedroom Apartment For Sale, Affordable Apartment At Lekki Ologolo Lekki Lagos ,36000000,1,0,0,2023-05-28,Lagos,Lekki
13365,New 5 Bedroom Detached Duplex, Ajah Lagos ,140000000,5,5,6,2023-04-19,Lagos,Ajah
13366,5 Bed Detached Duplex With Pool, Ajah Lagos ,85000000,5,5,6,2023-04-19,Lagos,Ajah
13367,New 5 Bedroom Detached Duplex, Agungi/idado Agungi Lekki Lagos ,160000000,5,5,6,2023-04-19,Lagos,Lekki
13368,Fully Automated Contemporary 6 Bedroom Fully Detached Duplex With Gateman House, Magodo Phase 2 Magodo Shangisha Ketu Lagos ,280000000,6,6,7,2023-04-19,Lagos,Ketu
13369,Fully Automated Contemporary 6 Bedroom Fully Detached Duplex With Gateman House, Magodo Phase 2 Magodo Shangisha Ketu Lagos ,280000000,6,6,7,2023-04-19,Lagos,Ketu
13370,4 Bedroom Penthouse With Bq, Blooms Residence Lekki Osapa Lekki Lagos ,175000000,4,4,5,2023-04-19,Lagos,Lekki
13371,5 Bedroom Fully Detached With Penthouse, Queens Garden Isheri North Gbagada Lagos ,100000000,5,5,6,2023-04-19,Lagos,Gbagada
13372,Beautifully Built 4 Bedroom Fully Detached Duplex With Bq, Ajah Lagos ,83000000,4,4,5,2023-04-19,Lagos,Ajah
13373,New 4 Bedroom Semi Detached Duplex, Orchid Chevron Drive Lekki Lagos ,75000000,4,4,5,2023-04-19,Lagos,Lekki
13374,2 Bedroom Apartment With Bq," Mufasa Apartment Ikate Elegunshi, Lekki. *title*: Governor Consent Ikate Elegushi Lekki Lagos ",80000000,2,2,3,2023-04-19,Lagos,Lekki
13375,Elegantly Built 4 Bedroom Fully Detached Duplex With Bq, Ajah Lagos ,80000000,4,4,5,2023-04-19,Lagos,Ajah
13376,Newly Built 4 Bedroom Detached Duplex, Ikota Lekki Lagos ,105000000,4,4,5,2023-05-27,Lagos,Lekki
13377,3 Bedroom Maisonette With Bq, Ambiance Height Freedom Way Lekki Phase 1 Lekki Lagos ,100000000,3,3,4,2023-04-19,Lagos,Lekki
13378,4 Bedroom Terrance Duplex With Bq, The Vineyard Estate Ogombo Road Abraham Adesanya Abraham Adesanya Ajah Lagos ,80000000,4,4,5,2023-04-19,Lagos,Ajah
13379,3 Bedroom Terrance Duplex, Appleton Court Ajiwe Ajah Ajah Ajah Lagos ,60000000,3,3,4,2023-04-19,Lagos,Ajah
13380,2 Bedroom Terrance With Maid Room," The Alverton Located On The Lekki Epe Express Way Beside Fara Park, About 7 Mins Drive From Abraham Adesanya Sangotedo Ajah Lagos ",49000000,2,2,3,2023-04-19,Lagos,Ajah
13381,New 4 Bedroom Semi Detached Duplex, Lekki Lagos ,150000000,4,4,5,2023-04-19,Lagos,Lekki
13382,4 Bedroom Fully Detached With Bq, Paragon Terrance And Duplexes Abraham Adesanya Ajah Lagos ,100000000,4,4,5,2023-04-19,Lagos,Ajah
13383,3 Bedroom Semi Detached, Paragon Terrances And Duplexes Abraham Adesanya Abraham Adesanya Ajah Lagos ,70000000,3,3,4,2023-04-19,Lagos,Ajah
13384,2 Bedroom Terrance With Bq, Paragon Terrances And Duplexes Abraham Adesanya Ajah Lagos ,60000000,2,2,3,2023-04-19,Lagos,Ajah
13385,Classic 4 Bedroom Masionette;, Ikoyi Lagos ,450000000,4,4,5,2023-04-19,Lagos,Ikoyi
13386,"*🔆fully Automated Contemporary Styled 5 Bed Fully Detached Duplex With Private Elevator, Cinema And Swimming Pool", Ikoyi Lagos ,1200000000,5,5,6,2023-05-29,Lagos,Ikoyi
13387,Well Structured 4 Bedroom Fully Detached Duplex;, Ajah Lagos ,75000000,4,4,5,2023-04-19,Lagos,Ajah
13388,Premium 5 Bedroom Serviced Detached Duplex With A Bq;, Ikoyi Lagos ,90000000,5,5,6,2023-04-19,Lagos,Ikoyi
13389,New 4 Bedroom Semi Detached Duplex, I Ikate Elegushi Lekki Lagos ,120000000,4,4,5,2023-04-19,Lagos,Lekki
13390,4 Bedroom Terrace Duplex With Jetty And Swimming Pool, Lekki Phase 1 Lekki Lagos ,250000000,4,4,4,2023-04-19,Lagos,Lekki
13391,New 4 Bedroom Semi Detached Duplex, Osapa Lekki Lagos ,95000000,4,4,5,2023-04-19,Lagos,Lekki
13392,Classic 4 Bedroom Maisonette, Banana Island Ikoyi Lagos ,40000000,4,4,5,2023-04-19,Lagos,Ikoyi
13393,New 4 Bedroom Semi Detached Duplex, Osapa Lekki Lagos ,95000000,4,4,5,2023-04-19,Lagos,Lekki
13394,New 5 Bedroom Detached Duplex, Lekki County Ikota Lekki Lagos ,170000000,5,5,5,2023-04-19,Lagos,Lekki
13395,New 5 Bedroom Detached Duplex, Ikoyi Lagos ,850000000,5,5,6,2023-04-19,Lagos,Ikoyi
13396,4 Bedroom Semi Detached Duplex, Chevron Drive Lekki Lagos ,90000000,4,4,5,2023-04-19,Lagos,Lekki
13397,Contemporary 3 Bedroom Flat, Lekki Phase 1 Lekki Lagos ,120000000,3,3,4,2023-04-19,Lagos,Lekki
13398,Value Centric 4 Bedroom Fully Detached Duplex, Idado Lekki Lagos ,120000000,4,4,6,2023-05-29,Lagos,Lekki
13399,New Spacious 4 Bedroom Terrace Duplex, Lekki Phase 1 Lekki Lagos ,210000000,4,4,5,2023-04-19,Lagos,Lekki
13400,New Fully Serviced 2 Bedroom Maisonette, Lekki Phase 1 Lekki Lagos ,90000000,2,2,3,2023-04-19,Lagos,Lekki
13401,New 4 Bedroom Detached Duplex, Ikota Lekki Lagos ,90000000,4,4,5,2023-04-19,Lagos,Lekki
13402,New 5 Bedroom Detached Duplex, Chevron Drive Lekki Lagos ,400000000,5,5,6,2023-04-19,Lagos,Lekki
13403,New Furnished 5 Bedroom Duplex, Osapa Lekki Lagos ,450000000,5,5,6,2023-04-19,Lagos,Lekki
13404,New 5 Bedroom Detached Duplex, Chevron Drive Lekki Lagos ,448000000,5,5,6,2023-04-19,Lagos,Lekki
13405,New 4 Bedroom Maisonette, Ikoyi Lagos ,460000000,4,4,5,2023-04-19,Lagos,Ikoyi
13406,3 Bedroom Semi Detached," Sherwood Court Opposite Crown Estate, Sangotedo Ajah Lagos ",58000000,3,3,4,2023-04-19,Lagos,Ajah
13407,New 3 Bedroom Fully Detached Duplex, Osapa Lekki Lagos ,180000000,4,4,5,2023-04-19,Lagos,Lekki
13408,Queens Garden Ll, Queens Garden Annex 11 Centenary City Abuja Plots For Sale Abuja Phase 4 ,7500000,0,0,0,2023-05-28,Abuja,Phase
13409,New 5 Bedroom Detached Duplex, Ikate Elegushi Lekki Lagos ,348000000,5,5,6,2023-04-19,Lagos,Lekki
13410,2 Bedroom Apartment, De Avocado Abijo Gra Abijo Ajah Lagos ,45000000,2,2,3,2023-04-19,Lagos,Ajah
13411,4 Bedroom Detached Duplex, Agungi Lekki Lagos ,120000000,4,4,5,2023-04-19,Lagos,Lekki
13412,3 Bedroom House With Bq," The Signature Terrance Sunday Ejiofor Street, Green Park Scheme Opposite Corona School Abijo Lekki Lagos Abijo Ajah Lagos ",67000000,3,3,4,2023-04-19,Lagos,Ajah
13413,5 Bedroom Fully Detached House," The Signature Terrance Sunday Ejiofor Street, Green Park Scheme Opposite Corona School Abijo Lekki Lagos Abijo Ajah Lagos ",85000000,5,5,6,2023-04-19,Lagos,Ajah
13414,New 5 Bedroom Detached Duplex, Ikate Elegushi Lekki Lagos ,348000000,5,5,6,2023-04-19,Lagos,Lekki
13415,5 Bedroom Detached Duplex, Ajah Lagos ,125000000,5,5,6,2023-04-19,Lagos,Ajah
13416,Luxury Built 4 Bedroom Detached Duplex, Ikota Lekki Lagos ,109000000,4,4,5,2023-04-19,Lagos,Lekki
13417,New 5 Bedroom Detached Duplex, Lekki Phase 1 Lekki Lagos ,330000000,5,5,6,2023-04-19,Lagos,Lekki
13418,New 5 Bedroom Detached Duplex, Chevron Drive Lekki Lagos ,250000000,5,5,6,2023-04-19,Lagos,Lekki
13419,New 5 Bedroom Detached Duplex, Lekki Phase 1 Lekki Lagos ,400000000,5,5,6,2023-04-19,Lagos,Lekki
13420,"*🔆fully Automated Contemporary Styled 5 Bed Fully Detached Duplex With Private Elevator, Cinema And Swimming Pool", Ikoyi Lagos ,1200000000,5,5,6,2023-05-29,Lagos,Ikoyi
13421,New 5 Bedroom Fully Detached Duplex, Orchid Chevron Drive Lekki Lagos ,300000000,5,5,6,2023-04-19,Lagos,Lekki
13422,Contemporary 5 Bed Detached Duplex, Lekki Lagos ,370000000,5,5,6,2023-04-19,Lagos,Lekki
13423,5 Bedroom Detached Duplex, Osapa Lekki Lagos ,190000000,5,5,6,2023-04-19,Lagos,Lekki
13424,New 2 Bedroom Terrace Duplex, Ikota Lekki Lagos ,39000000,2,2,3,2023-04-19,Lagos,Lekki
13425,New Automated 5 Bedroom Detached Duplex, Osapa Lekki Lagos ,400000000,5,5,6,2023-04-19,Lagos,Lekki
13426,New 4 Bedroom Duplex, Ikota Lekki Lagos ,53000000,4,4,5,2023-04-19,Lagos,Lekki
13427,New 5 Bedroom Detached Duplex, Ologolo Lekki Lagos ,120000000,5,5,6,2023-04-19,Lagos,Lekki
13428,New 3 Bedroom Terrace Duplex, Ikota Lekki Lagos ,47000000,3,3,4,2023-04-19,Lagos,Lekki
13429,New 6 Bedroom Terrace Duplex With Self Compound, 2nd Toll Gate Chevron Drive Lekki Lagos ,95000000,6,6,7,2023-04-19,Lagos,Lekki
13430,Luxury 5 Bedroom Fully Detached Duplexes, Ikoyi Lagos ,450000000,5,5,6,2023-05-22,Lagos,Ikoyi
13431,Classic 4 Bedroom Detached House With Bq, Grammar School Road Ikeja Lagos ,140000000,4,6,7,2023-04-19,Lagos,Ikeja
13432,Premium 4 Bedroom Detached House With Bq, Grammar School Road Ikeja Lagos ,140000000,4,6,7,2023-04-19,Lagos,Ikeja
13433,Exotic 3 Bedroom Flat, Alagomeji Yaba Lagos ,65000000,3,3,4,2023-04-19,Lagos,Yaba
13434,Lovely 4 Bedroom Semi Detached Duplex With Bq, Allen Avenue Ikeja Lagos ,150000000,4,5,6,2023-04-19,Lagos,Ikeja
13435,Executive 4 Bedroom Terrace Duplex With Bq, Oakland Estate Sangotedo Ajah Lagos ,65000000,4,5,6,2023-04-19,Lagos,Ajah
13436,Massive 4 Bedroom Semi Detached Duplex, Victoria Island Lagos ,350000000,4,6,7,2023-04-19,Lagos,Island
13437,Classic 4 Bedrooms Detached Houses, Opic Ikeja Lagos ,90000000,4,6,7,2023-04-19,Lagos,Ikeja
13438,3 Bedroom Terrance With Bq," The Signature Sunday Ejiofor Street, Green Park Scheme Opposite Corona School Abijo Lekki Lagos Abijo Ajah Lagos ",55000000,3,3,4,2023-04-19,Lagos,Ajah
13439,3 Bedroom Apartment, Elizabeth Tucked In A Beautiful And Serene Environment Off The Lagos/ Ibadan Expressway Mowe Ogun Area Ogun ,25000000,3,3,4,2023-04-19,Ogun,Area
13440,2 Bedroom Apartment, Queens Home Tucked In A Beautiful And Serene Environment Off The Lagos/ Ibadan Expressway Ofada Ogun Area Ogun ,18500000,2,2,3,2023-04-19,Ogun,Area
13441,3 Bedroom Bungalow, Bluestone Treasure Estate Lesser Than Five Minutes’ Drive From Mowe Bus Stop Mowe Ogun Area Ogun ,25000000,3,3,4,2023-04-19,Ogun,Area
13442,Affordable 3 Bedroom Terrace Duplex In A Shared Compound," Pentagon Court Phase 5, Ikota, Lekki, Lagos Ikota Lekki Lagos ",55000000,3,3,4,2023-05-27,Lagos,Lekki
13443,Lovely 2 Bedroom Duplex, Ikoyi Lagos ,250000000,0,0,0,2023-04-19,Lagos,Ikoyi
13444,Executive 4 Bedroom Detached Duplex, Sangotedo Ajah Lagos ,63000000,4,0,0,2023-04-19,Lagos,Ajah
13445,Classic 5 Bedroom Detached Duplex, Off Michael Ogun Street Ikeja Lagos ,500000000,5,0,0,2023-04-19,Lagos,Ikeja
13446,4 Bedroom Duplex," Orange Terrances Located Within Millennium Estate, Gbagada. Gbagada Phase 1 Gbagada Lagos ",100000000,4,4,5,2023-04-19,Lagos,Gbagada
13447,Lovely 5 Bedroom Detached Duplex With A Bq, Banana Island Ikoyi Lagos ,380000000,5,0,0,2023-04-19,Lagos,Ikoyi
13448,Attractive 3 Bedroom Terraced Duplex, Ajah Lagos ,35000000,3,0,0,2023-04-19,Lagos,Ajah
13449,2 Bedroom Detached Bungalow, Oasis Court Poka Epe Epe Ajah Lagos ,20000000,2,2,3,2023-04-19,Lagos,Ajah
13450,Classic 4 Bedroom Detached Duplex, Ikoyi Lagos ,725000000,4,0,0,2023-04-19,Lagos,Ikoyi
13451,Exotic 4 Bedroom Semi Detached Duplex, Thomas Estate Ajah Lagos ,60000000,4,0,0,2023-04-19,Lagos,Ajah
13452,4bedroom Semi Detached Duplex With A Bq, Orchid Lekki Lagos ,85000000,4,4,5,2023-05-29,Lagos,Lekki
13453,Massive 5 Bedroom Detached Duplex, Thomas Estate Ajah Lagos ,65000000,0,0,0,2023-04-19,Lagos,Ajah
13454,Classic 5 Bedroom Detached Duplex, Sangotedo Ajah Lagos ,55000000,5,0,0,2023-04-19,Lagos,Ajah
13455,Lovely 3 Bedroom Bungalow, Ibadan Oyo ,20000000,3,0,0,2023-04-19,Oyo,Ibadan
13456,Magnificent Luxury 5 Bedroom Fully Detached Duplex With Swimming Pool, Magodo Phase 2 Gra Magodo Shangisha Ketu Lagos ,350000000,5,5,6,2023-04-19,Lagos,Ketu
13457,"4 Bedroom Terrance With Bq, Gym And Study Room"," Camberwall Advantage 5 Off Freedom Way, Lekki Phase 1 Lekki Phase 1 Lekki Lagos ",180000000,4,4,5,2023-04-19,Lagos,Lekki
13458,Brand New 4 Bedroom Terrace Duplex, Ologolo Lekki Lagos ,55000000,4,4,5,2023-04-19,Lagos,Lekki
13459,3 Bedroom Apartment With Bq," Camberwall Advantage 5 Off Freedom Way, Lekki Phase 1 Lekki Phase 1 Lekki Lagos ",110000000,3,3,4,2023-04-19,Lagos,Lekki
13460,Lovely 2 Bedroom Apartment With Bq," Camberwall Advantage 5 Off Freedom Way, Lekki Phase 1 Lekki Phase 1 Lekki Lagos ",80000000,2,2,3,2023-04-19,Lagos,Lekki
13461,4 Bedroom Duplex, At Carlton Gate Estate Gra Ibadan Ibadan Oyo ,65000000,4,4,0,2023-04-19,Oyo,Ibadan
13462,5 Bedroom Duplex," Olofa, Elebu Area Oluyole Extension Ibadan Ibadan Oyo ",40000000,5,5,0,2023-04-19,Oyo,Ibadan
13463,4 Bedroom Duplex With Swimming Pool At, At Ireakari Estate Ibadan Ibadan Oyo ,60000000,4,4,0,2023-04-19,Oyo,Ibadan
13464,Astonishingly Beautiful 5 Bedroom Fully Detached Duplex With Bq& Security House, Victory Pack Estate Osapa London Osapa Lekki Lagos ,270000000,5,5,6,2023-05-29,Lagos,Lekki
13465,5 Bedroom Duplex With Pool, Gra Ibadan Ibadan Oyo ,90000000,5,5,0,2023-04-19,Oyo,Ibadan
13466,3 Bedroom Bungalow, At Idi Igbaro Area Ojoo Ibadan Ibadan Oyo ,5500000,3,3,0,2023-04-19,Oyo,Ibadan
13467,4 Bedroom Duplex, At Rotimi William Ibadan Ibadan Oyo ,100000000,4,4,0,2023-04-19,Oyo,Ibadan
13468,5 Bedroom Fully Detached Duplex With A Room Bq., Ikeja Lagos ,245000000,5,0,0,2023-04-19,Lagos,Ikeja
13469,4 Bedroom Terrace With Bq, Phase 2 Omole Ikeja Lagos ,180000000,4,0,0,2023-04-19,Lagos,Ikeja
13470,Exquisitely Built Terraced Duplex In A Gated Community, Victoria Garden City Lekki Lagos ,80000000,4,4,5,2023-04-19,Lagos,Lekki
13471,5 Bedroom Duplex With Bq, Phase 2 Omole Ikeja Lagos ,180000000,5,0,0,2023-04-19,Lagos,Ikeja
13472,5 Bedroom Duplex, Gra Ibadan Ibadan Oyo ,14000000,5,5,0,2023-04-19,Oyo,Ibadan
13473,5 Bedroom Bungalow With Bq, At Sma Area New Ibadan Ibadan Oyo ,75000000,5,5,0,2023-04-19,Oyo,Ibadan
13474,Luxury 2 Bedroom Apartments With A Bq Within A Serene Gated Close Off Gbangbala Road Ikate, Off Gbangbala Road. Ikate Elegushi Lekki Lagos ,70000000,2,2,3,2023-05-27,Lagos,Lekki
13475,New 4 Bedroom Semi Detached Duplex With A Room Bq, Magodo Shangisha Ketu Lagos ,220000000,4,0,0,2023-04-19,Lagos,Ketu
13476,3 Bedrooms Bungalow, At Iyana Agbala Area Adegbayi Ibadan Ibadan Oyo ,10000000,3,3,0,2023-04-19,Oyo,Ibadan
13477,5 Bedroom Duplex & Bq With Swimming Pool, At Oluyole Gra Ibadan Ibadan Oyo ,130000000,5,5,0,2023-04-19,Oyo,Ibadan
13478,2 Bedroom Bungalow, At Akoto Area Apata Ibadan Ibadan Oyo ,5500000,2,2,0,2023-04-19,Oyo,Ibadan
13479,3 Bedroom Bungalow, At Akala Way Ibadan Ibadan Oyo ,45000000,3,3,3,2023-04-19,Oyo,Ibadan
13480,5 Bedroom Duplex With 3 Bedroom Bq, At Aree Area New Bodija Ibadan Ibadan Oyo ,58000000,5,5,0,2023-04-19,Oyo,Ibadan
13481,5 Bedrooms Duplex With Swimming Pool, At Main Jericho Gra Ibadan Ibadan Oyo ,100000000,5,5,0,2023-04-19,Oyo,Ibadan
13482,Well Furnished 3 Bedroom Duplex, At Main Oluyole Estate Ibadan Ibadan Oyo ,100000000,3,3,0,2023-04-19,Oyo,Ibadan
13483,Premium 3 Bedroom Terraced Duplex, Ajah Lagos ,35000000,3,0,0,2023-04-19,Lagos,Ajah
13484,4 Bedroom With 3 Bedroom Flat, At Main Oluyole Estate Ibadan Ibadan Oyo ,40000000,4,4,0,2023-04-19,Oyo,Ibadan
13485,Well Built 2 Bedroom Semi Detached Bungalow With Bq Land Space, Jubilation Comfort Court Dakwo Abuja Phase 3 Abuja ,20000000,2,3,3,2023-04-19,Abuja,3
13486,Unveiling An Exquisite Oasis: Luxurious 4 Bedroom Terrace Duplex In Prime Location, Victoria Garden City Estate Lagos. Victoria Garden City Lekki Lagos ,220000000,4,4,5,2023-05-29,Lagos,Lekki
13487,Lovely 3 Bedroom Flat, Ikoyi Lagos ,10000000,3,3,4,2023-04-19,Lagos,Ikoyi
13488,Fully Serviced 4 Bedroom Terrace Duplex, Orchid Lekki Phase 2 Lekki Lagos ,350000000,4,4,4,2023-04-19,Lagos,Lekki
13489,Classic 4 Bedroom Bungalow, Ikota Villa Estate Ikota Lekki Lagos ,150000000,4,3,4,2023-04-19,Lagos,Lekki
13490,Detached 4 Bedroom Duplex With A Room Bq," Kolapo Ishola Gra , General Gas, Akobo Ibadan Ibadan Oyo ",80000000,4,4,5,2023-04-19,Oyo,Ibadan
13491,Paragon Terraces & Duplexes, Abraham Adesanya Estate. Inoyo Estate. Mobil Estate. Atican Beach. Miami Beach Okun Ajah Ajah Lagos ,60000000,4,4,4,2023-04-19,Lagos,Ajah
13492,"Spacious 4 Bedroom Terrace Duplex With Gym, Swimming Pool And Children Play Ground", Abraham Adesanya Ajah Lagos ,57000000,4,4,5,2023-04-19,Lagos,Ajah
13493,Residential Property," Victory Estate, Zawiyat Ajegunle Ilo, Roll Gate Ifako Ijaiye Abeokuta Express Lagos ",-2147483648,4,3,3,2023-04-19,Lagos,Express
13494,Luxury 4 Bedroom Fully Detached Duplex, Pg Estate Gbagada Lagos ,160000000,4,4,5,2023-04-19,Lagos,Gbagada
13495,Clean 3bedroom Bungalow With A Bq, Okun Ajah Ajah Lagos ,35000000,3,4,4,2023-04-19,Lagos,Ajah
13496,Spacious 4 Bedroom Terrace Duplex With A Bq Inside A Mini Serviced Estate, Ikate Elegushi Lekki Lagos ,140000000,4,4,5,2023-05-29,Lagos,Lekki
13497,4unit Of Mini Flat For Sale," Abule Iroko Area, Ajegunle Ogun Ogun Area Ogun ",6500000,4,4,4,2023-04-19,Ogun,Area
13498,A Neatly Built 3bedroom Terrace Duplex, Surulere Lagos ,70000000,3,0,0,2023-04-19,Lagos,Surulere
13499,Classic 5 Bedroom Semi Detached Duplex, Ikoyi Lagos ,360000000,0,0,0,2023-04-19,Lagos,Ikoyi
13500,Exclusive 4 Bedroom Semi Detached Duplex, Mende Ikeja Lagos ,110000000,4,0,0,2023-04-19,Lagos,Ikeja
13501,Lovely 6bedroom Semi Detached, Allen Avenue Ikeja Lagos ,140000000,6,0,0,2023-04-19,Lagos,Ikeja
13502,Classic 4bedroom Semi Detached Duplex, Allen Avenue Ikeja Lagos ,150000000,4,0,0,2023-04-19,Lagos,Ikeja
13503,Massive 6bedroom Fully Detached, Katampe Ext Abuja Phase 2 Abuja ,350000000,6,0,0,2023-04-19,Abuja,2
13504,Well Structured Block Of Flats, Shomolu Yaba Lagos ,85000000,0,0,0,2023-04-19,Lagos,Yaba
13505,4 Bedroom Bungalow, Balogun/lufasi Park/majek Sangotedo Ajah Lagos ,25000000,4,5,5,2023-04-19,Lagos,Ajah
13506,4 Bedrooms Semi Detached Duplex And A Bq, Orchid Road Lekki Lagos ,75000000,4,4,5,2023-04-19,Lagos,Lekki
13507,Fully Furnished 4 Bedroom Semi Detached Duplex With Generator, Ologolo Ologolo Lekki Lagos ,120000000,4,4,5,2023-04-19,Lagos,Lekki
13508,4bedroom Semi Detached Duplex With A Bq, Orchid Lekki Lagos ,85000000,4,4,5,2023-05-29,Lagos,Lekki
13509,Luxury 5 Bedroom Fully Detached Duplex, Orchid Road Lekki Lagos ,240000000,5,5,6,2023-04-19,Lagos,Lekki
13510,5 Bedroom Detached Duplex With A Bq, Royal Gardens Ajah Lagos ,220000000,5,5,6,2023-04-19,Lagos,Ajah
13511,4 Bedroom Semi Detached Duplex With Pool, Ologolo Lekki Lagos ,110000000,4,4,5,2023-04-19,Lagos,Lekki
13512,4 Bedroom Detached Duplex, Lbs Abraham Adesanya Ajah Lagos ,65000000,4,4,5,2023-04-19,Lagos,Ajah
13513,4 Bedroom Detached Duplex With Pool & Bq, Ologolo Ologolo Lekki Lagos ,130000000,4,4,5,2023-04-19,Lagos,Lekki
13514,4 Bedroom Semi Detached Duplex With Bq, Orchid Road Lekki Lagos ,68000000,4,4,5,2023-04-19,Lagos,Lekki
13515,4 Bedroom Terrace Duplex, Alasia Abraham Adesanya Ajah Lagos ,55000000,4,4,5,2023-04-19,Lagos,Ajah
13516,Immaculately Finished 4 Bedroom Semi Detached Duplex With Bq, Ajah Ajah Lagos ,80000000,4,4,5,2023-04-19,Lagos,Ajah
13517,4 Bedroom Semi Detached Duplex, Ajah Ajah Lagos ,75000000,4,4,5,2023-04-19,Lagos,Ajah
13518,Waterfront Three Bedroom Lagoon View Rental On 5th Floor, Lekki Lagos ,15000000,3,3,4,2023-05-29,Lagos,Lekki
13519,Units Of 3 Bedroom Terraces And 3 Bedroom Maisonette, Elegushi Ikate Elegushi Lekki Lagos ,85000000,3,3,4,2023-04-19,Lagos,Lekki
13520,4 Bedroom Semi Detached Duplex With Bq, Abraham Adesanya Abraham Adesanya Ajah Lagos ,65000000,4,4,4,2023-04-19,Lagos,Ajah
13521,Units Of 4 Bedroom Maisonette With Bq, Lekki Phase 1 Lekki Phase 1 Lekki Lagos ,200000000,4,4,5,2023-04-19,Lagos,Lekki
13522,4 Bedroom Terrace Duplex With Bq, Lekki Phase 1 Lekki Lagos ,230000000,4,5,4,2023-04-19,Lagos,Lekki
13523,2 Bedroom Terrace Duplex, Ikota Ikota Lekki Lagos ,36000000,2,2,3,2023-04-19,Lagos,Lekki
13524,4 Bedroom Semi Detached Duplex, 2nd Toll Gate Ikota Lekki Lagos ,86000000,4,4,5,2023-04-19,Lagos,Lekki
13525,Luxury 5 Bedroom Fully Detached Duplex, Osapa London Ikota Lekki Lagos ,450000000,5,5,6,2023-04-19,Lagos,Lekki
13526,Luxury 4 Bedroom Semi Detached House With 1 Room Maid Quarters, Ikate Elegushi Ikate Elegushi Lekki Lagos ,300000000,4,4,5,2023-04-19,Lagos,Lekki
13527,5 Bedroom Fully Detached Duplex, Ikota Villa Estate Ikota Lekki Lagos ,100000000,5,5,6,2023-04-19,Lagos,Lekki
13528,Brand New 4 Bedroom Terrace Duplex With Bq, Chevron Lekki Lagos ,150000000,4,4,5,2023-04-19,Lagos,Lekki
13529,5 Bedroom Contemporary Fully Detached Duplex, Osapa London Osapa Lekki Lagos ,480000000,5,5,6,2023-04-19,Lagos,Lekki
13530,*stunning Contemporary 4 Bed Fully Detached Duplex With Swimming Pool, Chevron Lekki Lagos ,250000000,4,4,5,2023-05-29,Lagos,Lekki
13531,4 Bedroom Luxury Detached Duplex, Oniru Oniru Victoria Island Lagos ,265000000,4,4,5,2023-04-19,Lagos,Island
13532,5 Bedroom Fully Furnished & Detached Duplex With Bq, Thomas Estate Thomas Estate Ajah Lagos ,80000000,5,5,6,2023-04-19,Lagos,Ajah
13533,4 Bedroom Semi Detached Duplex, Ologolo Ologolo Lekki Lagos ,80000000,4,4,5,2023-04-19,Lagos,Lekki
13534,4/5 Bedroom Semi Detached Building Plus Bq, Chevron Chevron Drive Lekki Lagos ,90000,4,4,5,2023-04-19,Lagos,Lekki
13535,4 Bedroom Terrace Duplexes, Ilasan Ikate Elegushi Lekki Lagos ,250000000,4,4,5,2023-04-19,Lagos,Lekki
13536,4 Bedroom Terrace, Ikate Ikate Elegushi Lekki Lagos ,150000000,4,4,5,2023-04-19,Lagos,Lekki
13537,4 Bedroom Terraces, Orchid Road Lafiaji Lekki Lagos ,55000000,4,4,5,2023-04-19,Lagos,Lekki
13538,Fully Detached Duplex With Bq, Eleganza Lekki Expressway Lekki Lagos ,130000000,5,5,6,2023-04-19,Lagos,Lekki
13539,3 Bedroom Terrace Duplex, Ikota Gra Ikota Lekki Lagos ,42000000,3,3,4,2023-04-19,Lagos,Lekki
13540,Luxury 3 Bedroom Apartments, By Freedom Way Lekki Phase 1 Lagos ,100000000,3,3,4,2023-05-27,Lagos,1
13541,4 Bedroom Semi Detached Duplex, Osborne Phase 2 Ikoyi Ikoyi Lagos ,285000000,4,4,4,2023-04-19,Lagos,Ikoyi
13542,Units Of 4 Bedroom Terrace, Orchid Road Lekki Expressway Lekki Lagos ,68000000,4,4,5,2023-04-19,Lagos,Lekki
13543,12 Units Of 5 Bedroom Semi Detached Duplexes With Bq, Ilasan Ikate Elegushi Lekki Lagos ,155000000,5,5,6,2023-04-19,Lagos,Lekki
13544,4 Bedroom Semi Detached Duplex, Ikota Villa Estate Ikota Lekki Lagos ,65000000,4,4,5,2023-04-19,Lagos,Lekki
13545,4 Bedroom Detached House, Alpha Beach Road Igbo Efon Lekki Lagos ,60000000,4,4,5,2023-04-19,Lagos,Lekki
